wall_up,wall_down,wall_left,wall_right,meat_up,meat_right,meat_down,meat_left,distance_x,distance_y,direction
250,262,262,250,0,0,0,1,154,-24,3
250,262,259,253,0,0,0,1,151,-24,3
250,262,256,256,0,0,0,1,148,-24,3
250,262,253,259,0,0,0,1,145,-24,3
250,262,250,262,0,0,0,1,142,-24,3
250,262,247,265,0,0,0,1,139,-24,3
250,262,244,268,0,0,0,1,136,-24,3
250,262,241,271,0,0,0,1,133,-24,3
250,262,238,274,0,0,0,1,130,-24,3
250,262,235,277,0,0,0,1,127,-24,3
250,262,232,280,0,0,0,1,124,-24,3
250,262,229,283,0,0,0,1,121,-24,3
250,262,226,286,0,0,0,1,118,-24,3
250,262,223,289,0,0,0,1,115,-24,3
250,262,220,292,0,0,0,1,112,-24,3
250,262,217,295,0,0,0,1,109,-24,3
250,262,214,298,0,0,0,1,106,-24,3
250,262,211,301,0,0,0,1,103,-24,3
250,262,208,304,0,0,0,1,100,-24,3
250,262,205,307,0,0,0,1,97,-24,3
250,262,202,310,0,0,0,1,94,-24,3
250,262,199,313,0,0,0,1,91,-24,3
250,262,196,316,0,0,0,1,88,-24,3
250,262,193,319,0,0,0,1,85,-24,3
250,262,190,322,0,0,0,1,82,-24,3
250,262,187,325,0,0,0,1,79,-24,3
250,262,184,328,0,0,0,1,76,-24,3
250,262,181,331,0,0,0,1,73,-24,3
250,262,178,334,0,0,0,1,70,-24,3
250,262,175,337,0,0,0,1,67,-24,3
250,262,172,340,0,0,0,1,64,-24,3
250,262,169,343,0,0,0,1,61,-24,3
250,262,166,346,0,0,0,1,58,-24,3
250,262,163,349,0,0,0,1,55,-24,3
250,262,160,352,0,0,0,1,52,-24,3
250,262,157,355,0,0,0,1,49,-24,3
250,262,154,358,0,0,0,1,46,-24,3
250,262,151,361,0,0,0,1,43,-24,3
250,262,148,364,0,0,0,1,40,-24,3
250,262,145,367,0,0,0,1,37,-24,3
250,262,142,370,0,0,0,1,34,-24,3
250,262,139,373,1,0,0,1,31,-24,3
250,262,136,376,0,0,0,0,74,249,2
253,259,136,376,0,0,0,0,74,246,2
256,256,136,376,0,0,0,0,74,243,2
259,253,136,376,0,0,0,0,74,240,2
262,250,136,376,0,0,0,0,74,237,2
265,247,136,376,0,0,0,0,74,234,2
268,244,136,376,0,0,0,0,74,231,2
271,241,136,376,0,0,0,0,74,228,2
274,238,136,376,0,0,0,0,74,225,2
277,235,136,376,0,0,0,0,74,222,2
280,232,136,376,0,0,0,0,74,219,2
283,229,136,376,0,0,0,0,74,216,2
286,226,136,376,0,0,0,0,74,213,2
289,223,136,376,0,0,0,0,74,210,2
292,220,136,376,0,0,0,0,74,207,2
295,217,136,376,0,0,0,0,74,204,2
298,214,136,376,0,0,0,0,74,201,2
301,211,136,376,0,0,0,0,74,198,2
304,208,136,376,0,0,0,0,74,195,2
307,205,136,376,0,0,0,0,74,192,2
310,202,136,376,0,0,0,0,74,189,2
313,199,136,376,0,0,0,0,74,186,2
316,196,136,376,0,0,0,0,74,183,2
319,193,136,376,0,0,0,0,74,180,2
322,190,136,376,0,0,0,0,74,177,2
325,187,136,376,0,0,0,0,74,174,2
328,184,136,376,0,0,0,0,74,171,2
331,181,136,376,0,0,0,0,74,168,2
334,178,136,376,0,0,0,0,74,165,2
337,175,136,376,0,0,0,0,74,162,2
340,172,136,376,0,0,0,0,74,159,2
343,169,136,376,0,0,0,0,74,156,2
346,166,136,376,0,0,0,0,74,153,2
349,163,136,376,0,0,0,0,74,150,2
352,160,136,376,0,0,0,0,74,147,2
355,157,136,376,0,0,0,0,74,144,2
358,154,136,376,0,0,0,0,74,141,2
361,151,136,376,0,0,0,0,74,138,2
364,148,136,376,0,0,0,0,74,135,2
367,145,136,376,0,0,0,0,74,132,2
370,142,136,376,0,0,0,0,74,129,2
373,139,136,376,0,0,0,0,74,126,2
376,136,136,376,0,0,0,0,74,123,2
379,133,136,376,0,0,0,0,74,120,2
382,130,136,376,0,0,0,0,74,117,2
385,127,136,376,0,0,0,0,74,114,2
388,124,136,376,0,0,0,0,74,111,2
391,121,136,376,0,0,0,0,74,108,2
394,118,136,376,0,0,0,0,74,105,2
397,115,136,376,0,0,0,0,74,102,2
400,112,136,376,0,0,0,0,74,99,2
403,109,136,376,0,0,0,0,74,96,2
406,106,136,376,0,0,0,0,74,93,2
409,103,136,376,0,0,0,0,74,90,2
412,100,136,376,0,0,0,0,74,87,2
415,97,136,376,0,0,0,0,74,84,2
418,94,136,376,0,0,0,0,74,81,2
421,91,136,376,0,0,0,0,74,78,2
424,88,136,376,0,0,0,0,74,75,2
427,85,136,376,0,0,0,0,74,72,3
427,85,133,379,0,0,0,0,71,72,2
430,82,133,379,0,0,0,0,71,69,3
430,82,130,382,0,0,0,0,68,69,2
433,79,130,382,0,0,0,0,68,66,3
433,79,127,385,0,0,0,0,65,66,2
436,76,127,385,0,0,0,0,65,63,3
436,76,124,388,0,0,0,0,62,63,2
439,73,124,388,0,0,0,0,62,60,3
439,73,121,391,0,0,0,0,59,60,2
442,70,121,391,0,0,0,0,59,57,3
442,70,118,394,0,0,0,0,56,57,2
445,67,118,394,0,0,0,0,56,54,3
445,67,115,397,0,0,0,0,53,54,2
448,64,115,397,0,0,0,0,53,51,3
448,64,112,400,0,0,0,0,50,51,2
451,61,112,400,0,0,0,0,50,48,3
451,61,109,403,0,0,0,0,47,48,2
454,58,109,403,0,0,0,0,47,45,3
454,58,106,406,0,0,0,0,44,45,2
457,55,106,406,0,0,0,0,44,42,3
457,55,103,409,0,0,0,0,41,42,2
460,52,103,409,0,0,0,0,41,39,3
460,52,100,412,0,0,0,0,38,39,2
463,49,100,412,0,0,0,0,38,36,3
463,49,97,415,0,0,0,0,35,36,2
466,46,97,415,0,0,0,0,35,33,3
466,46,94,418,0,0,0,0,32,33,2
469,43,94,418,0,0,0,1,32,30,3
469,43,91,421,0,0,1,1,29,30,2
472,40,91,421,0,0,1,1,29,27,3
472,40,88,424,0,0,1,1,5,18,2
475,37,88,424,0,0,0,0,-43,-102,0
472,40,88,424,0,0,0,0,-43,-99,0
469,43,88,424,0,0,0,0,-43,-96,0
466,46,88,424,0,0,0,0,-43,-93,0
463,49,88,424,0,0,0,0,-43,-90,0
460,52,88,424,0,0,0,0,-43,-87,0
457,55,88,424,0,0,0,0,-43,-84,0
454,58,88,424,0,0,0,0,-43,-81,0
451,61,88,424,0,0,0,0,-43,-78,0
448,64,88,424,0,0,0,0,-43,-75,0
445,67,88,424,0,0,0,0,-43,-72,0
442,70,88,424,0,0,0,0,-43,-69,0
439,73,88,424,0,0,0,0,-43,-66,0
436,76,88,424,0,0,0,0,-43,-63,0
433,79,88,424,0,0,0,0,-43,-60,0
430,82,88,424,0,0,0,0,-43,-57,0
427,85,88,424,0,0,0,0,-43,-54,0
424,88,88,424,0,0,0,0,-43,-51,0
421,91,88,424,0,0,0,0,-43,-48,0
418,94,88,424,0,0,0,0,-43,-45,0
415,97,88,424,0,0,0,0,-43,-42,1
415,97,91,421,0,0,0,0,-40,-42,0
412,100,91,421,0,0,0,0,-40,-39,1
412,100,94,418,0,0,0,0,-37,-39,0
409,103,94,418,0,0,0,0,-37,-36,1
409,103,97,415,0,0,0,0,-34,-36,0
406,106,97,415,0,0,0,0,-34,-33,1
406,106,100,412,1,0,0,0,-31,-33,0
403,109,100,412,1,1,0,0,-31,-30,1
403,109,103,409,1,1,0,0,-28,-30,0
400,112,103,409,1,1,0,0,-28,-27,1
400,112,106,406,1,1,0,0,-25,-27,0
397,115,106,406,1,1,0,0,-25,-24,1
397,115,109,403,1,1,0,0,-22,-24,0
394,118,109,403,0,1,0,0,-206,17,1
394,118,112,400,0,1,0,0,-203,17,1
394,118,115,397,0,1,0,0,-200,17,1
394,118,118,394,0,1,0,0,-197,17,1
394,118,121,391,0,1,0,0,-194,17,1
394,118,124,388,0,1,0,0,-191,17,1
394,118,127,385,0,1,0,0,-188,17,1
394,118,130,382,0,1,0,0,-185,17,1
394,118,133,379,0,1,0,0,-182,17,1
394,118,136,376,0,1,0,0,-179,17,1
394,118,139,373,0,1,0,0,-176,17,1
394,118,142,370,0,1,0,0,-173,17,1
394,118,145,367,0,1,0,0,-170,17,1
394,118,148,364,0,1,0,0,-167,17,1
394,118,151,361,0,1,0,0,-164,17,1
394,118,154,358,0,1,0,0,-161,17,1
394,118,157,355,0,1,0,0,-158,17,1
394,118,160,352,0,1,0,0,-155,17,1
394,118,163,349,0,1,0,0,-152,17,1
394,118,166,346,0,1,0,0,-149,17,1
394,118,169,343,0,1,0,0,-146,17,1
394,118,172,340,0,1,0,0,-143,17,1
394,118,175,337,0,1,0,0,-140,17,1
394,118,178,334,0,1,0,0,-137,17,1
394,118,181,331,0,1,0,0,-134,17,1
394,118,184,328,0,1,0,0,-131,17,1
394,118,187,325,0,1,0,0,-128,17,1
394,118,190,322,0,1,0,0,-125,17,1
394,118,193,319,0,1,0,0,-122,17,1
394,118,196,316,0,1,0,0,-119,17,1
394,118,199,313,0,1,0,0,-116,17,1
394,118,202,310,0,1,0,0,-113,17,1
394,118,205,307,0,1,0,0,-110,17,1
394,118,208,304,0,1,0,0,-107,17,1
394,118,211,301,0,1,0,0,-104,17,1
394,118,214,298,0,1,0,0,-101,17,1
394,118,217,295,0,1,0,0,-98,17,1
394,118,220,292,0,1,0,0,-95,17,1
394,118,223,289,0,1,0,0,-92,17,1
394,118,226,286,0,1,0,0,-89,17,1
394,118,229,283,0,1,0,0,-86,17,1
394,118,232,280,0,1,0,0,-83,17,1
394,118,235,277,0,1,0,0,-80,17,1
394,118,238,274,0,1,0,0,-77,17,1
394,118,241,271,0,1,0,0,-74,17,1
394,118,244,268,0,1,0,0,-71,17,1
394,118,247,265,0,1,0,0,-68,17,1
394,118,250,262,0,1,0,0,-65,17,1
394,118,253,259,0,1,0,0,-62,17,1
394,118,256,256,0,1,0,0,-59,17,1
394,118,259,253,0,1,0,0,-56,17,1
394,118,262,250,0,1,0,0,-53,17,1
394,118,265,247,0,1,0,0,-50,17,1
394,118,268,244,0,1,0,0,-47,17,1
394,118,271,241,0,1,0,0,-44,17,1
394,118,274,238,0,1,0,0,-41,17,1
394,118,277,235,0,1,0,0,-38,17,1
394,118,280,232,0,1,0,0,-35,17,1
394,118,283,229,0,1,0,0,-32,17,1
394,118,286,226,0,0,0,0,-46,-157,0
391,121,286,226,0,0,0,0,-46,-154,0
388,124,286,226,0,0,0,0,-46,-151,0
385,127,286,226,0,0,0,0,-46,-148,0
382,130,286,226,0,0,0,0,-46,-145,0
379,133,286,226,0,0,0,0,-46,-142,0
376,136,286,226,0,0,0,0,-46,-139,0
373,139,286,226,0,0,0,0,-46,-136,0
370,142,286,226,0,0,0,0,-46,-133,0
367,145,286,226,0,0,0,0,-46,-130,0
364,148,286,226,0,0,0,0,-46,-127,0
361,151,286,226,0,0,0,0,-46,-124,0
358,154,286,226,0,0,0,0,-46,-121,0
355,157,286,226,0,0,0,0,-46,-118,0
352,160,286,226,0,0,0,0,-46,-115,0
349,163,286,226,0,0,0,0,-46,-112,0
346,166,286,226,0,0,0,0,-46,-109,0
343,169,286,226,0,0,0,0,-46,-106,0
340,172,286,226,0,0,0,0,-46,-103,0
337,175,286,226,0,0,0,0,-46,-100,0
334,178,286,226,0,0,0,0,-46,-97,0
331,181,286,226,0,0,0,0,-46,-94,0
328,184,286,226,0,0,0,0,-46,-91,0
325,187,286,226,0,0,0,0,-46,-88,0
322,190,286,226,0,0,0,0,-46,-85,0
319,193,286,226,0,0,0,0,-46,-82,0
316,196,286,226,0,0,0,0,-46,-79,0
313,199,286,226,0,0,0,0,-46,-76,0
310,202,286,226,0,0,0,0,-46,-73,0
307,205,286,226,0,0,0,0,-46,-70,0
304,208,286,226,0,0,0,0,-46,-67,0
301,211,286,226,0,0,0,0,-46,-64,0
298,214,286,226,0,0,0,0,-46,-61,0
295,217,286,226,0,0,0,0,-46,-58,0
292,220,286,226,0,0,0,0,-46,-55,0
289,223,286,226,0,0,0,0,-46,-52,0
286,226,286,226,0,0,0,0,-46,-49,0
283,229,286,226,0,0,0,0,-46,-46,0
280,232,286,226,0,0,0,0,-46,-43,1
280,232,289,223,0,0,0,0,-43,-43,0
277,235,289,223,0,0,0,0,-43,-40,1
277,235,292,220,0,0,0,0,-40,-40,0
274,238,292,220,0,0,0,0,-40,-37,1
274,238,295,217,0,0,0,0,-37,-37,0
271,241,295,217,0,0,0,0,-37,-34,1
271,241,298,214,0,0,0,0,-34,-34,0
268,244,298,214,0,1,0,0,-34,-31,1
268,244,301,211,1,1,0,0,-31,-31,0
265,247,301,211,1,1,0,0,-31,-28,1
265,247,304,208,1,1,0,0,-28,-28,0
262,250,304,208,1,1,0,0,-28,-25,1
262,250,307,205,1,1,0,0,-25,-25,0
259,253,307,205,1,1,0,0,-25,-22,1
259,253,310,202,0,0,0,0,198,60,3
259,253,307,205,0,0,0,0,195,60,3
259,253,304,208,0,0,0,0,192,60,3
259,253,301,211,0,0,0,0,189,60,3
259,253,298,214,0,0,0,0,186,60,3
259,253,295,217,0,0,0,0,183,60,3
259,253,292,220,0,0,0,0,180,60,3
259,253,289,223,0,0,0,0,177,60,3
259,253,286,226,0,0,0,0,174,60,3
259,253,283,229,0,0,0,0,171,60,3
259,253,280,232,0,0,0,0,168,60,3
259,253,277,235,0,0,0,0,165,60,3
259,253,274,238,0,0,0,0,162,60,3
259,253,271,241,0,0,0,0,159,60,3
259,253,268,244,0,0,0,0,156,60,3
259,253,265,247,0,0,0,0,153,60,3
259,253,262,250,0,0,0,0,150,60,3
259,253,259,253,0,0,0,0,147,60,3
259,253,256,256,0,0,0,0,144,60,3
259,253,253,259,0,0,0,0,141,60,3
259,253,250,262,0,0,0,0,138,60,3
259,253,247,265,0,0,0,0,135,60,3
259,253,244,268,0,0,0,0,132,60,3
259,253,241,271,0,0,0,0,129,60,3
259,253,238,274,0,0,0,0,126,60,3
259,253,235,277,0,0,0,0,123,60,3
259,253,232,280,0,0,0,0,120,60,3
259,253,229,283,0,0,0,0,117,60,3
259,253,226,286,0,0,0,0,114,60,3
259,253,223,289,0,0,0,0,111,60,3
259,253,220,292,0,0,0,0,108,60,3
259,253,217,295,0,0,0,0,105,60,3
259,253,214,298,0,0,0,0,102,60,3
259,253,211,301,0,0,0,0,99,60,3
259,253,208,304,0,0,0,0,96,60,3
259,253,205,307,0,0,0,0,93,60,3
259,253,202,310,0,0,0,0,90,60,3
259,253,199,313,0,0,0,0,87,60,3
259,253,196,316,0,0,0,0,84,60,3
259,253,193,319,0,0,0,0,81,60,3
259,253,190,322,0,0,0,0,78,60,3
259,253,187,325,0,0,0,0,75,60,3
259,253,184,328,0,0,0,0,72,60,3
259,253,181,331,0,0,0,0,69,60,3
259,253,178,334,0,0,0,0,66,60,3
259,253,175,337,0,0,0,0,63,60,3
259,253,172,340,0,0,0,0,60,60,2
262,250,172,340,0,0,0,0,60,57,3
262,250,169,343,0,0,0,0,57,57,2
265,247,169,343,0,0,0,0,57,54,3
265,247,166,346,0,0,0,0,54,54,2
268,244,166,346,0,0,0,0,54,51,3
268,244,163,349,0,0,0,0,51,51,2
271,241,163,349,0,0,0,0,51,48,3
271,241,160,352,0,0,0,0,48,48,2
274,238,160,352,0,0,0,0,48,45,3
274,238,157,355,0,0,0,0,45,45,2
277,235,157,355,0,0,0,0,45,42,3
277,235,154,358,0,0,0,0,42,42,2
280,232,154,358,0,0,0,0,42,39,3
280,232,151,361,0,0,0,0,39,39,2
283,229,151,361,0,0,0,0,39,36,3
283,229,148,364,0,0,0,0,36,36,2
286,226,148,364,0,0,0,0,36,33,3
286,226,145,367,0,0,0,0,33,33,2
289,223,145,367,0,0,0,1,33,30,3
289,223,142,370,0,0,1,1,30,30,2
292,220,142,370,0,0,1,1,30,27,3
292,220,139,373,0,0,1,1,27,27,2
295,217,139,373,0,0,0,0,-64,116,2
298,214,139,373,0,0,0,0,-64,113,2
301,211,139,373,0,0,0,0,-64,110,2
304,208,139,373,0,0,0,0,-64,107,2
307,205,139,373,0,0,0,0,-64,104,2
310,202,139,373,0,0,0,0,-64,101,2
313,199,139,373,0,0,0,0,-64,98,2
316,196,139,373,0,0,0,0,-64,95,2
319,193,139,373,0,0,0,0,-64,92,2
322,190,139,373,0,0,0,0,-64,89,2
325,187,139,373,0,0,0,0,-64,86,2
328,184,139,373,0,0,0,0,-64,83,2
331,181,139,373,0,0,0,0,-64,80,2
334,178,139,373,0,0,0,0,-64,77,2
337,175,139,373,0,0,0,0,-64,74,2
340,172,139,373,0,0,0,0,-64,71,2
343,169,139,373,0,0,0,0,-64,68,2
346,166,139,373,0,0,0,0,-64,65,2
349,163,139,373,0,0,0,0,-64,62,1
349,163,142,370,0,0,0,0,-61,62,2
352,160,142,370,0,0,0,0,-61,59,1
352,160,145,367,0,0,0,0,-58,59,2
355,157,145,367,0,0,0,0,-58,56,1
355,157,148,364,0,0,0,0,-55,56,2
358,154,148,364,0,0,0,0,-55,53,1
358,154,151,361,0,0,0,0,-52,53,2
361,151,151,361,0,0,0,0,-52,50,1
361,151,154,358,0,0,0,0,-49,50,2
364,148,154,358,0,0,0,0,-49,47,1
364,148,157,355,0,0,0,0,-46,47,2
367,145,157,355,0,0,0,0,-46,44,1
367,145,160,352,0,0,0,0,-43,44,2
370,142,160,352,0,0,0,0,-43,41,1
370,142,163,349,0,0,0,0,-40,41,2
373,139,163,349,0,0,0,0,-40,38,1
373,139,166,346,0,0,0,0,-37,38,2
376,136,166,346,0,0,0,0,-37,35,1
376,136,169,343,0,0,0,0,-34,35,2
379,133,169,343,0,0,0,0,-34,32,1
379,133,172,340,0,0,1,0,-31,32,2
382,130,172,340,0,1,1,0,-31,29,1
382,130,175,337,0,1,1,0,-28,29,2
385,127,175,337,0,0,0,0,150,61,3
385,127,172,340,0,0,0,0,147,61,3
385,127,169,343,0,0,0,0,144,61,3
385,127,166,346,0,0,0,0,141,61,3
385,127,163,349,0,0,0,0,138,61,3
385,127,160,352,0,0,0,0,135,61,3
385,127,157,355,0,0,0,0,132,61,3
385,127,154,358,0,0,0,0,129,61,3
385,127,151,361,0,0,0,0,126,61,3
385,127,148,364,0,0,0,0,123,61,3
385,127,145,367,0,0,0,0,120,61,3
385,127,142,370,0,0,0,0,117,61,3
385,127,139,373,0,0,0,0,114,61,3
385,127,136,376,0,0,0,0,111,61,3
385,127,133,379,0,0,0,0,108,61,3
385,127,130,382,0,0,0,0,105,61,3
385,127,127,385,0,0,0,0,102,61,3
385,127,124,388,0,0,0,0,99,61,3
385,127,121,391,0,0,0,0,96,61,3
385,127,118,394,0,0,0,0,93,61,3
385,127,115,397,0,0,0,0,90,61,3
385,127,112,400,0,0,0,0,87,61,3
385,127,109,403,0,0,0,0,84,61,3
385,127,106,406,0,0,0,0,81,61,3
385,127,103,409,0,0,0,0,78,61,3
385,127,100,412,0,0,0,0,75,61,3
385,127,97,415,0,0,0,0,72,61,3
385,127,94,418,0,0,0,0,69,61,3
385,127,91,421,0,0,0,0,66,61,3
385,127,88,424,0,0,0,0,63,61,3
385,127,85,427,0,0,0,0,60,61,2
388,124,85,427,0,0,0,0,60,58,3
388,124,82,430,0,0,0,0,57,58,2
391,121,82,430,0,0,0,0,57,55,3
391,121,79,433,0,0,0,0,54,55,2
394,118,79,433,0,0,0,0,54,52,3
394,118,76,436,0,0,0,0,51,52,2
397,115,76,436,0,0,0,0,51,49,3
397,115,73,439,0,0,0,0,48,49,2
400,112,73,439,0,0,0,0,48,46,3
400,112,70,442,0,0,0,0,45,46,2
403,109,70,442,0,0,0,0,45,43,3
403,109,67,445,0,0,0,0,42,43,2
406,106,67,445,0,0,0,0,42,40,3
406,106,64,448,0,0,0,0,39,40,2
409,103,64,448,0,0,0,0,39,37,3
409,103,61,451,0,0,0,0,36,37,2
412,100,61,451,0,0,0,0,36,34,3
412,100,58,454,0,0,0,0,33,34,2
415,97,58,454,0,0,0,1,33,31,3
415,97,55,457,0,0,1,1,30,31,2
418,94,55,457,0,0,1,1,30,28,3
418,94,52,460,0,0,1,1,27,28,2
421,91,52,460,0,0,0,0,-74,-257,0
418,94,52,460,0,0,0,0,-74,-254,0
415,97,52,460,0,0,0,0,-74,-251,0
412,100,52,460,0,0,0,0,-74,-248,0
409,103,52,460,0,0,0,0,-74,-245,0
406,106,52,460,0,0,0,0,-74,-242,0
403,109,52,460,0,0,0,0,-74,-239,0
400,112,52,460,0,0,0,0,-74,-236,0
397,115,52,460,0,0,0,0,-74,-233,0
394,118,52,460,0,0,0,0,-74,-230,0
391,121,52,460,0,0,0,0,-74,-227,0
388,124,52,460,0,0,0,0,-74,-224,0
385,127,52,460,0,0,0,0,-74,-221,0
382,130,52,460,0,0,0,0,-74,-218,0
379,133,52,460,0,0,0,0,-74,-215,0
376,136,52,460,0,0,0,0,-74,-212,0
373,139,52,460,0,0,0,0,-74,-209,0
370,142,52,460,0,0,0,0,-74,-206,0
367,145,52,460,0,0,0,0,-74,-203,0
364,148,52,460,0,0,0,0,-74,-200,0
361,151,52,460,0,0,0,0,-74,-197,0
358,154,52,460,0,0,0,0,-74,-194,0
355,157,52,460,0,0,0,0,-74,-191,0
352,160,52,460,0,0,0,0,-74,-188,0
349,163,52,460,0,0,0,0,-74,-185,0
346,166,52,460,0,0,0,0,-74,-182,0
343,169,52,460,0,0,0,0,-74,-179,0
340,172,52,460,0,0,0,0,-74,-176,0
337,175,52,460,0,0,0,0,-74,-173,0
334,178,52,460,0,0,0,0,-74,-170,0
331,181,52,460,0,0,0,0,-74,-167,0
328,184,52,460,0,0,0,0,-74,-164,0
325,187,52,460,0,0,0,0,-74,-161,0
322,190,52,460,0,0,0,0,-74,-158,0
319,193,52,460,0,0,0,0,-74,-155,0
316,196,52,460,0,0,0,0,-74,-152,0
313,199,52,460,0,0,0,0,-74,-149,0
310,202,52,460,0,0,0,0,-74,-146,0
307,205,52,460,0,0,0,0,-74,-143,0
304,208,52,460,0,0,0,0,-74,-140,0
