wall_up,wall_down,wall_left,wall_right,meat_up,meat_right,meat_down,meat_left,distance_x,distance_y,direction
307,205,346,166,0,0,0,0,-49,-48,1
307,205,349,163,0,0,0,0,-46,-48,0
304,208,349,163,0,0,0,0,-46,-45,1
304,208,352,160,0,0,0,0,-43,-45,0
301,211,352,160,0,0,0,0,-43,-42,1
301,211,355,157,0,0,0,0,-40,-42,0
298,214,355,157,0,0,0,0,-40,-39,1
298,214,358,154,0,0,0,0,-37,-39,0
295,217,358,154,0,0,0,0,-37,-36,1
295,217,361,151,0,0,0,0,-34,-36,0
292,220,361,151,0,0,0,0,-34,-33,1
292,220,364,148,1,0,0,0,-31,-33,0
289,223,364,148,1,1,0,0,-31,-30,1
289,223,367,145,1,1,0,0,-28,-30,0
286,226,367,145,1,1,0,0,-28,-27,1
286,226,370,142,1,1,0,0,-25,-27,0
283,229,370,142,1,1,0,0,-25,-24,1
283,229,373,139,1,1,0,0,-22,-24,0
280,232,373,139,0,0,0,0,198,101,3
280,232,370,142,0,0,0,0,195,101,3
280,232,367,145,0,0,0,0,192,101,3
280,232,364,148,0,0,0,0,189,101,3
280,232,361,151,0,0,0,0,186,101,3
280,232,358,154,0,0,0,0,183,101,3
280,232,355,157,0,0,0,0,180,101,3
280,232,352,160,0,0,0,0,177,101,3
280,232,349,163,0,0,0,0,174,101,3
280,232,346,166,0,0,0,0,171,101,3
280,232,343,169,0,0,0,0,168,101,3
280,232,340,172,0,0,0,0,165,101,3
280,232,337,175,0,0,0,0,162,101,3
280,232,334,178,0,0,0,0,159,101,3
280,232,331,181,0,0,0,0,156,101,3
280,232,328,184,0,0,0,0,153,101,3
280,232,325,187,0,0,0,0,150,101,3
280,232,322,190,0,0,0,0,147,101,3
280,232,319,193,0,0,0,0,144,101,3
280,232,316,196,0,0,0,0,141,101,3
280,232,313,199,0,0,0,0,138,101,3
280,232,310,202,0,0,0,0,135,101,3
280,232,307,205,0,0,0,0,132,101,3
280,232,304,208,0,0,0,0,129,101,3
280,232,301,211,0,0,0,0,126,101,3
280,232,298,214,0,0,0,0,123,101,3
280,232,295,217,0,0,0,0,120,101,3
280,232,292,220,0,0,0,0,117,101,3
280,232,289,223,0,0,0,0,114,101,3
280,232,286,226,0,0,0,0,111,101,3
280,232,283,229,0,0,0,0,108,101,3
280,232,280,232,0,0,0,0,105,101,3
280,232,277,235,0,0,0,0,102,101,3
280,232,274,238,0,0,0,0,99,101,2
283,229,274,238,0,0,0,0,99,98,3
283,229,271,241,0,0,0,0,96,98,2
286,226,271,241,0,0,0,0,96,95,3
286,226,268,244,0,0,0,0,93,95,2
289,223,268,244,0,0,0,0,93,92,3
289,223,265,247,0,0,0,0,90,92,2
292,220,265,247,0,0,0,0,90,89,3
292,220,262,250,0,0,0,0,87,89,2
295,217,262,250,0,0,0,0,87,86,3
295,217,259,253,0,0,0,0,84,86,2
298,214,259,253,0,0,0,0,84,83,3
298,214,256,256,0,0,0,0,81,83,2
301,211,256,256,0,0,0,0,81,80,3
301,211,253,259,0,0,0,0,78,80,2
304,208,253,259,0,0,0,0,78,77,3
304,208,250,262,0,0,0,0,75,77,2
307,205,250,262,0,0,0,0,75,74,3
307,205,247,265,0,0,0,0,72,74,2
310,202,247,265,0,0,0,0,72,71,3
310,202,244,268,0,0,0,0,69,71,2
313,199,244,268,0,0,0,0,69,68,3
313,199,241,271,0,0,0,0,66,68,2
316,196,241,271,0,0,0,0,66,65,3
316,196,238,274,0,0,0,0,63,65,2
319,193,238,274,0,0,0,0,63,62,3
319,193,235,277,0,0,0,0,60,62,2
322,190,235,277,0,0,0,0,60,59,3
322,190,232,280,0,0,0,0,57,59,2
325,187,232,280,0,0,0,0,57,56,3
325,187,229,283,0,0,0,0,54,56,2
328,184,229,283,0,0,0,0,54,53,3
328,184,226,286,0,0,0,0,51,53,2
331,181,226,286,0,0,0,0,51,50,3
331,181,223,289,0,0,0,0,48,50,2
334,178,223,289,0,0,0,0,48,47,3
334,178,220,292,0,0,0,0,45,47,2
337,175,220,292,0,0,0,0,45,44,3
337,175,217,295,0,0,0,0,42,44,2
340,172,217,295,0,0,0,0,42,41,3
340,172,214,298,0,0,0,0,39,41,2
343,169,214,298,0,0,0,0,39,38,3
343,169,211,301,0,0,0,0,36,38,2
346,166,211,301,0,0,0,0,36,35,3
346,166,208,304,0,0,0,0,33,35,2
349,163,208,304,0,0,0,0,33,32,3
349,163,205,307,0,0,1,0,30,32,2
352,160,205,307,0,0,1,1,30,29,3
352,160,202,310,0,0,1,1,27,29,2
355,157,202,310,0,0,0,0,35,-147,0
352,160,202,310,0,0,0,0,35,-144,0
349,163,202,310,0,0,0,0,35,-141,0
346,166,202,310,0,0,0,0,35,-138,0
343,169,202,310,0,0,0,0,35,-135,0
340,172,202,310,0,0,0,0,35,-132,0
337,175,202,310,0,0,0,0,35,-129,0
334,178,202,310,0,0,0,0,35,-126,0
331,181,202,310,0,0,0,0,35,-123,0
328,184,202,310,0,0,0,0,35,-120,0
325,187,202,310,0,0,0,0,35,-117,0
322,190,202,310,0,0,0,0,35,-114,0
319,193,202,310,0,0,0,0,35,-111,0
316,196,202,310,0,0,0,0,35,-108,0
313,199,202,310,0,0,0,0,35,-105,0
310,202,202,310,0,0,0,0,35,-102,0
307,205,202,310,0,0,0,0,35,-99,0
304,208,202,310,0,0,0,0,35,-96,0
301,211,202,310,0,0,0,0,35,-93,0
298,214,202,310,0,0,0,0,35,-90,0
295,217,202,310,0,0,0,0,35,-87,0
292,220,202,310,0,0,0,0,35,-84,0
289,223,202,310,0,0,0,0,35,-81,0
286,226,202,310,0,0,0,0,35,-78,0
283,229,202,310,0,0,0,0,35,-75,0
280,232,202,310,0,0,0,0,35,-72,0
277,235,202,310,0,0,0,0,35,-69,0
274,238,202,310,0,0,0,0,35,-66,0
271,241,202,310,0,0,0,0,35,-63,0
268,244,202,310,0,0,0,0,35,-60,0
265,247,202,310,0,0,0,0,35,-57,0
262,250,202,310,0,0,0,0,35,-54,0
259,253,202,310,0,0,0,0,35,-51,0
256,256,202,310,0,0,0,0,35,-48,0
253,259,202,310,0,0,0,0,35,-45,0
250,262,202,310,0,0,0,0,35,-42,0
247,265,202,310,0,0,0,0,35,-39,0
244,268,202,310,0,0,0,0,35,-36,0
241,271,202,310,0,0,0,0,35,-33,3
241,271,199,313,0,0,0,0,32,-33,0
238,274,199,313,0,0,0,1,32,-30,3
238,274,196,316,1,0,0,1,29,-30,0
235,277,196,316,1,0,0,1,29,-27,3
235,277,193,319,0,0,0,0,40,206,2
238,274,193,319,0,0,0,0,40,203,2
241,271,193,319,0,0,0,0,40,200,2
244,268,193,319,0,0,0,0,40,197,2
247,265,193,319,0,0,0,0,40,194,2
250,262,193,319,0,0,0,0,40,191,2
253,259,193,319,0,0,0,0,40,188,2
256,256,193,319,0,0,0,0,40,185,2
259,253,193,319,0,0,0,0,40,182,2
262,250,193,319,0,0,0,0,40,179,2
265,247,193,319,0,0,0,0,40,176,2
268,244,193,319,0,0,0,0,40,173,2
271,241,193,319,0,0,0,0,40,170,2
274,238,193,319,0,0,0,0,40,167,2
277,235,193,319,0,0,0,0,40,164,2
280,232,193,319,0,0,0,0,40,161,2
283,229,193,319,0,0,0,0,40,158,2
286,226,193,319,0,0,0,0,40,155,2
289,223,193,319,0,0,0,0,40,152,2
292,220,193,319,0,0,0,0,40,149,2
295,217,193,319,0,0,0,0,40,146,2
298,214,193,319,0,0,0,0,40,143,2
301,211,193,319,0,0,0,0,40,140,2
304,208,193,319,0,0,0,0,40,137,2
307,205,193,319,0,0,0,0,40,134,2
310,202,193,319,0,0,0,0,40,131,2
313,199,193,319,0,0,0,0,40,128,2
316,196,193,319,0,0,0,0,40,125,2
319,193,193,319,0,0,0,0,40,122,2
322,190,193,319,0,0,0,0,40,119,2
325,187,193,319,0,0,0,0,40,116,2
328,184,193,319,0,0,0,0,40,113,2
331,181,193,319,0,0,0,0,40,110,2
334,178,193,319,0,0,0,0,40,107,2
337,175,193,319,0,0,0,0,40,104,2
340,172,193,319,0,0,0,0,40,101,2
343,169,193,319,0,0,0,0,40,98,2
346,166,193,319,0,0,0,0,40,95,2
349,163,193,319,0,0,0,0,40,92,2
352,160,193,319,0,0,0,0,40,89,2
355,157,193,319,0,0,0,0,40,86,2
358,154,193,319,0,0,0,0,40,83,2
361,151,193,319,0,0,0,0,40,80,2
364,148,193,319,0,0,0,0,40,77,2
367,145,193,319,0,0,0,0,40,74,2
370,142,193,319,0,0,0,0,40,71,2
373,139,193,319,0,0,0,0,40,68,2
376,136,193,319,0,0,0,0,40,65,2
379,133,193,319,0,0,0,0,40,62,2
382,130,193,319,0,0,0,0,40,59,2
385,127,193,319,0,0,0,0,40,56,2
388,124,193,319,0,0,0,0,40,53,2
391,121,193,319,0,0,0,0,40,50,2
394,118,193,319,0,0,0,0,40,47,2
397,115,193,319,0,0,0,0,40,44,2
400,112,193,319,0,0,0,0,40,41,2
403,109,193,319,0,0,0,0,40,38,3
403,109,190,322,0,0,0,0,37,38,2
406,106,190,322,0,0,0,0,37,35,3
406,106,187,325,0,0,0,0,34,35,2
409,103,187,325,0,0,0,0,34,32,3
409,103,184,328,0,0,1,0,31,32,2
412,100,184,328,0,0,1,1,31,29,3
412,100,181,331,0,0,1,1,28,29,2
415,97,181,331,0,0,1,1,28,26,3
415,97,178,334,0,0,0,0,-290,-215,1
415,97,181,331,0,0,0,0,-287,-215,1
415,97,184,328,0,0,0,0,-284,-215,1
415,97,187,325,0,0,0,0,-281,-215,1
415,97,190,322,0,0,0,0,-278,-215,1
415,97,193,319,0,0,0,0,-275,-215,1
415,97,196,316,0,0,0,0,-272,-215,1
415,97,199,313,0,0,0,0,-269,-215,1
415,97,202,310,0,0,0,0,-266,-215,1
415,97,205,307,0,0,0,0,-263,-215,1
415,97,208,304,0,0,0,0,-260,-215,1
415,97,211,301,0,0,0,0,-257,-215,1
415,97,214,298,0,0,0,0,-254,-215,1
415,97,217,295,0,0,0,0,-251,-215,1
415,97,220,292,0,0,0,0,-248,-215,1
415,97,223,289,0,0,0,0,-245,-215,1
415,97,226,286,0,0,0,0,-242,-215,1
415,97,229,283,0,0,0,0,-239,-215,1
415,97,232,280,0,0,0,0,-236,-215,1
415,97,235,277,0,0,0,0,-233,-215,1
415,97,238,274,0,0,0,0,-230,-215,1
415,97,241,271,0,0,0,0,-227,-215,1
415,97,244,268,0,0,0,0,-224,-215,1
415,97,247,265,0,0,0,0,-221,-215,1
415,97,250,262,0,0,0,0,-218,-215,1
415,97,253,259,0,0,0,0,-215,-215,0
412,100,253,259,0,0,0,0,-215,-212,1
412,100,256,256,0,0,0,0,-212,-212,0
409,103,256,256,0,0,0,0,-212,-209,1
409,103,259,253,0,0,0,0,-209,-209,0
406,106,259,253,0,0,0,0,-209,-206,1
406,106,262,250,0,0,0,0,-206,-206,0
403,109,262,250,0,0,0,0,-206,-203,1
403,109,265,247,0,0,0,0,-203,-203,0
400,112,265,247,0,0,0,0,-203,-200,1
400,112,268,244,0,0,0,0,-200,-200,0
397,115,268,244,0,0,0,0,-200,-197,1
397,115,271,241,0,0,0,0,-197,-197,0
394,118,271,241,0,0,0,0,-197,-194,1
394,118,274,238,0,0,0,0,-194,-194,0
391,121,274,238,0,0,0,0,-194,-191,1
391,121,277,235,0,0,0,0,-191,-191,0
388,124,277,235,0,0,0,0,-191,-188,1
388,124,280,232,0,0,0,0,-188,-188,0
385,127,280,232,0,0,0,0,-188,-185,1
385,127,283,229,0,0,0,0,-185,-185,0
382,130,283,229,0,0,0,0,-185,-182,1
382,130,286,226,0,0,0,0,-182,-182,0
379,133,286,226,0,0,0,0,-182,-179,1
379,133,289,223,0,0,0,0,-179,-179,0
376,136,289,223,0,0,0,0,-179,-176,1
376,136,292,220,0,0,0,0,-176,-176,0
373,139,292,220,0,0,0,0,-176,-173,1
373,139,295,217,0,0,0,0,-173,-173,0
370,142,295,217,0,0,0,0,-173,-170,1
370,142,298,214,0,0,0,0,-170,-170,0
367,145,298,214,0,0,0,0,-170,-167,1
367,145,301,211,0,0,0,0,-167,-167,0
364,148,301,211,0,0,0,0,-167,-164,1
364,148,304,208,0,0,0,0,-164,-164,0
361,151,304,208,0,0,0,0,-164,-161,1
361,151,307,205,0,0,0,0,-161,-161,0
358,154,307,205,0,0,0,0,-161,-158,1
358,154,310,202,0,0,0,0,-158,-158,0
355,157,310,202,0,0,0,0,-158,-155,1
355,157,313,199,0,0,0,0,-155,-155,0
352,160,313,199,0,0,0,0,-155,-152,1
352,160,316,196,0,0,0,0,-152,-152,0
349,163,316,196,0,0,0,0,-152,-149,1
349,163,319,193,0,0,0,0,-149,-149,0
346,166,319,193,0,0,0,0,-149,-146,1
346,166,322,190,0,0,0,0,-146,-146,0
343,169,322,190,0,0,0,0,-146,-143,1
343,169,325,187,0,0,0,0,-143,-143,0
340,172,325,187,0,0,0,0,-143,-140,1
340,172,328,184,0,0,0,0,-140,-140,0
337,175,328,184,0,0,0,0,-140,-137,1
337,175,331,181,0,0,0,0,-137,-137,0
334,178,331,181,0,0,0,0,-137,-134,1
334,178,334,178,0,0,0,0,-134,-134,0
331,181,334,178,0,0,0,0,-134,-131,1
331,181,337,175,0,0,0,0,-131,-131,0
328,184,337,175,0,0,0,0,-131,-128,1
328,184,340,172,0,0,0,0,-128,-128,0
325,187,340,172,0,0,0,0,-128,-125,1
325,187,343,169,0,0,0,0,-125,-125,0
322,190,343,169,0,0,0,0,-125,-122,1
322,190,346,166,0,0,0,0,-122,-122,0
319,193,346,166,0,0,0,0,-122,-119,1
319,193,349,163,0,0,0,0,-119,-119,0
316,196,349,163,0,0,0,0,-119,-116,1
316,196,352,160,0,0,0,0,-116,-116,0
313,199,352,160,0,0,0,0,-116,-113,1
313,199,355,157,0,0,0,0,-113,-113,0
310,202,355,157,0,0,0,0,-113,-110,1
310,202,358,154,0,0,0,0,-110,-110,0
307,205,358,154,0,0,0,0,-110,-107,1
307,205,361,151,0,0,0,0,-107,-107,0
304,208,361,151,0,0,0,0,-107,-104,1
304,208,364,148,0,0,0,0,-104,-104,0
301,211,364,148,0,0,0,0,-104,-101,1
301,211,367,145,0,0,0,0,-101,-101,0
298,214,367,145,0,0,0,0,-101,-98,1
298,214,370,142,0,0,0,0,-98,-98,0
295,217,370,142,0,0,0,0,-98,-95,1
295,217,373,139,0,0,0,0,-95,-95,0
292,220,373,139,0,0,0,0,-95,-92,1
292,220,376,136,0,0,0,0,-92,-92,0
289,223,376,136,0,0,0,0,-92,-89,1
289,223,379,133,0,0,0,0,-89,-89,0
286,226,379,133,0,0,0,0,-89,-86,1
286,226,382,130,0,0,0,0,-86,-86,0
283,229,382,130,0,0,0,0,-86,-83,1
283,229,385,127,0,0,0,0,-83,-83,0
280,232,385,127,0,0,0,0,-83,-80,1
280,232,388,124,0,0,0,0,-80,-80,0
277,235,388,124,0,0,0,0,-80,-77,1
277,235,391,121,0,0,0,0,-77,-77,0
274,238,391,121,0,0,0,0,-77,-74,1
274,238,394,118,0,0,0,0,-74,-74,0
271,241,394,118,0,0,0,0,-74,-71,1
271,241,397,115,0,0,0,0,-71,-71,0
268,244,397,115,0,0,0,0,-71,-68,1
268,244,400,112,0,0,0,0,-68,-68,0
265,247,400,112,0,0,0,0,-68,-65,1
265,247,403,109,0,0,0,0,-65,-65,0
262,250,403,109,0,0,0,0,-65,-62,1
262,250,406,106,0,0,0,0,-62,-62,0
259,253,406,106,0,0,0,0,-62,-59,1
259,253,409,103,0,0,0,0,-59,-59,0
256,256,409,103,0,0,0,0,-59,-56,1
256,256,412,100,0,0,0,0,-56,-56,0
253,259,412,100,0,0,0,0,-56,-53,1
253,259,415,97,0,0,0,0,-53,-53,0
250,262,415,97,0,0,0,0,-53,-50,1
250,262,418,94,0,0,0,0,-50,-50,0
247,265,418,94,0,0,0,0,-50,-47,1
247,265,421,91,0,0,0,0,-47,-47,0
244,268,421,91,0,0,0,0,-47,-44,1
244,268,424,88,0,0,0,0,-44,-44,0
241,271,424,88,0,0,0,0,-44,-41,1
241,271,427,85,0,0,0,0,-41,-41,0
238,274,427,85,0,0,0,0,-41,-38,1
238,274,430,82,0,0,0,0,-38,-38,0
235,277,430,82,0,0,0,0,-38,-35,1
235,277,433,79,0,0,0,0,-35,-35,0
232,280,433,79,0,0,0,0,-35,-32,1
232,280,436,76,0,0,0,0,-32,-32,0
229,283,436,76,0,1,0,0,-32,-29,1
229,283,439,73,1,1,0,0,-29,-29,0
226,286,439,73,1,1,0,0,-29,-26,1
226,286,442,70,1,1,0,0,-26,-26,0
223,289,442,70,1,1,0,0,-26,-23,1
223,289,445,67,1,1,0,0,-23,-23,0
220,292,445,67,0,0,0,0,205,188,3
220,292,442,70,0,0,0,0,202,188,3
220,292,439,73,0,0,0,0,199,188,3
220,292,436,76,0,0,0,0,196,188,3
220,292,433,79,0,0,0,0,193,188,3
220,292,430,82,0,0,0,0,190,188,3
220,292,427,85,0,0,0,0,187,188,2
223,289,427,85,0,0,0,0,187,185,3
223,289,424,88,0,0,0,0,184,185,2
226,286,424,88,0,0,0,0,184,182,3
226,286,421,91,0,0,0,0,181,182,2
229,283,421,91,0,0,0,0,181,179,3
229,283,418,94,0,0,0,0,178,179,2
232,280,418,94,0,0,0,0,178,176,3
232,280,415,97,0,0,0,0,175,176,2
235,277,415,97,0,0,0,0,175,173,3
235,277,412,100,0,0,0,0,172,173,2
238,274,412,100,0,0,0,0,172,170,3
238,274,409,103,0,0,0,0,169,170,2
241,271,409,103,0,0,0,0,169,167,3
241,271,406,106,0,0,0,0,166,167,2
244,268,406,106,0,0,0,0,166,164,3
244,268,403,109,0,0,0,0,163,164,2
247,265,403,109,0,0,0,0,163,161,3
247,265,400,112,0,0,0,0,160,161,2
250,262,400,112,0,0,0,0,160,158,3
250,262,397,115,0,0,0,0,157,158,2
253,259,397,115,0,0,0,0,157,155,3
253,259,394,118,0,0,0,0,154,155,2
256,256,394,118,0,0,0,0,154,152,3
256,256,391,121,0,0,0,0,151,152,2
259,253,391,121,0,0,0,0,151,149,3
259,253,388,124,0,0,0,0,148,149,2
262,250,388,124,0,0,0,0,148,146,3
262,250,385,127,0,0,0,0,145,146,2
265,247,385,127,0,0,0,0,145,143,3
265,247,382,130,0,0,0,0,142,143,2
268,244,382,130,0,0,0,0,142,140,3
268,244,379,133,0,0,0,0,139,140,2
271,241,379,133,0,0,0,0,139,137,3
271,241,376,136,0,0,0,0,136,137,2
274,238,376,136,0,0,0,0,136,134,3
274,238,373,139,0,0,0,0,133,134,2
277,235,373,139,0,0,0,0,133,131,3
277,235,370,142,0,0,0,0,130,131,2
280,232,370,142,0,0,0,0,130,128,3
280,232,367,145,0,0,0,0,127,128,2
283,229,367,145,0,0,0,0,127,125,3
283,229,364,148,0,0,0,0,124,125,2
286,226,364,148,0,0,0,0,124,122,3
286,226,361,151,0,0,0,0,121,122,2
289,223,361,151,0,0,0,0,121,119,3
289,223,358,154,0,0,0,0,118,119,2
292,220,358,154,0,0,0,0,118,116,3
292,220,355,157,0,0,0,0,115,116,2
295,217,355,157,0,0,0,0,115,113,3
295,217,352,160,0,0,0,0,112,113,2
298,214,352,160,0,0,0,0,112,110,3
298,214,349,163,0,0,0,0,109,110,2
301,211,349,163,0,0,0,0,109,107,3
301,211,346,166,0,0,0,0,106,107,2
304,208,346,166,0,0,0,0,106,104,3
304,208,343,169,0,0,0,0,103,104,2
307,205,343,169,0,0,0,0,103,101,3
307,205,340,172,0,0,0,0,100,101,2
310,202,340,172,0,0,0,0,100,98,3
310,202,337,175,0,0,0,0,97,98,2
313,199,337,175,0,0,0,0,97,95,3
313,199,334,178,0,0,0,0,94,95,2
316,196,334,178,0,0,0,0,94,92,3
316,196,331,181,0,0,0,0,91,92,2
319,193,331,181,0,0,0,0,91,89,3
319,193,328,184,0,0,0,0,88,89,2
322,190,328,184,0,0,0,0,88,86,3
322,190,325,187,0,0,0,0,85,86,2
325,187,325,187,0,0,0,0,85,83,3
325,187,322,190,0,0,0,0,82,83,2
328,184,322,190,0,0,0,0,82,80,3
328,184,319,193,0,0,0,0,79,80,2
331,181,319,193,0,0,0,0,79,77,3
331,181,316,196,0,0,0,0,76,77,2
334,178,316,196,0,0,0,0,76,74,3
334,178,313,199,0,0,0,0,73,74,2
337,175,313,199,0,0,0,0,73,71,3
337,175,310,202,0,0,0,0,70,71,2
340,172,310,202,0,0,0,0,70,68,3
340,172,307,205,0,0,0,0,67,68,2
343,169,307,205,0,0,0,0,67,65,3
343,169,304,208,0,0,0,0,64,65,2
346,166,304,208,0,0,0,0,64,62,3
346,166,301,211,0,0,0,0,61,62,2
349,163,301,211,0,0,0,0,61,59,3
349,163,298,214,0,0,0,0,58,59,2
352,160,298,214,0,0,0,0,58,56,3
352,160,295,217,0,0,0,0,55,56,2
355,157,295,217,0,0,0,0,55,53,3
355,157,292,220,0,0,0,0,52,53,2
358,154,292,220,0,0,0,0,52,50,3
358,154,289,223,0,0,0,0,49,50,2
361,151,289,223,0,0,0,0,49,47,3
361,151,286,226,0,0,0,0,46,47,2
364,148,286,226,0,0,0,0,46,44,3
364,148,283,229,0,0,0,0,43,44,2
367,145,283,229,0,0,0,0,43,41,3
367,145,280,232,0,0,0,0,40,41,2
370,142,280,232,0,0,0,0,40,38,3
370,142,277,235,0,0,0,0,37,38,2
373,139,277,235,0,0,0,0,37,35,3
373,139,274,238,0,0,0,0,34,35,2
376,136,274,238,0,0,0,0,34,32,3
376,136,271,241,0,0,1,0,31,32,2
379,133,271,241,0,0,1,1,31,29,3
379,133,268,244,0,0,1,1,28,29,2
382,130,268,244,0,0,1,1,28,26,3
382,130,265,247,1,0,0,0,-29,-116,0
379,133,265,247,1,0,0,0,-29,-113,0
376,136,265,247,1,0,0,0,-29,-110,0
373,139,265,247,1,0,0,0,-29,-107,0
370,142,265,247,1,0,0,0,-29,-104,0
367,145,265,247,1,0,0,0,-29,-101,0
364,148,265,247,1,0,0,0,-29,-98,0
361,151,265,247,1,0,0,0,-29,-95,0
358,154,265,247,1,0,0,0,-29,-92,0
355,157,265,247,1,0,0,0,-29,-89,0
352,160,265,247,1,0,0,0,-29,-86,0
349,163,265,247,1,0,0,0,-29,-83,0
346,166,265,247,1,0,0,0,-29,-80,0
343,169,265,247,1,0,0,0,-29,-77,0
340,172,265,247,1,0,0,0,-29,-74,0
337,175,265,247,1,0,0,0,-29,-71,0
334,178,265,247,1,0,0,0,-29,-68,0
331,181,265,247,1,0,0,0,-29,-65,0
328,184,265,247,1,0,0,0,-29,-62,0
325,187,265,247,1,0,0,0,-29,-59,0
322,190,265,247,1,0,0,0,-29,-56,0
319,193,265,247,1,0,0,0,-29,-53,0
316,196,265,247,1,0,0,0,-29,-50,0
313,199,265,247,1,0,0,0,-29,-47,0
310,202,265,247,1,0,0,0,-29,-44,0
307,205,265,247,1,0,0,0,-29,-41,0
304,208,265,247,1,0,0,0,-29,-38,0
301,211,265,247,1,0,0,0,-29,-35,0
298,214,265,247,1,0,0,0,-29,-32,0
295,217,265,247,1,1,0,0,-29,-29,0
292,220,265,247,1,1,0,0,-29,-26,1
292,220,268,244,1,1,0,0,-26,-26,0
289,223,268,244,1,1,0,0,-26,-23,1
289,223,271,241,1,1,0,0,-23,-23,0
286,226,271,241,0,0,0,0,45,92,2
289,223,271,241,0,0,0,0,45,89,2
292,220,271,241,0,0,0,0,45,86,2
295,217,271,241,0,0,0,0,45,83,2
298,214,271,241,0,0,0,0,45,80,2
301,211,271,241,0,0,0,0,45,77,2
304,208,271,241,0,0,0,0,45,74,2
307,205,271,241,0,0,0,0,45,71,2
310,202,271,241,0,0,0,0,45,68,2
313,199,271,241,0,0,0,0,45,65,2
316,196,271,241,0,0,0,0,45,62,2
319,193,271,241,0,0,0,0,45,59,2
322,190,271,241,0,0,0,0,45,56,2
325,187,271,241,0,0,0,0,45,53,2
328,184,271,241,0,0,0,0,45,50,2
331,181,271,241,0,0,0,0,45,47,2
334,178,271,241,0,0,0,0,45,44,3
334,178,268,244,0,0,0,0,42,44,2
337,175,268,244,0,0,0,0,42,41,3
337,175,265,247,0,0,0,0,39,41,2
340,172,265,247,0,0,0,0,39,38,3
340,172,262,250,0,0,0,0,36,38,2
343,169,262,250,0,0,0,0,36,35,3
343,169,259,253,0,0,0,0,33,35,2
346,166,259,253,0,0,0,0,33,32,3
346,166,256,256,0,0,1,0,30,32,2
349,163,256,256,0,0,1,1,30,29,3
349,163,253,259,0,0,1,1,27,29,2
352,160,253,259,0,0,0,0,-119,83,1
352,160,256,256,0,0,0,0,-116,83,1
352,160,259,253,0,0,0,0,-113,83,1
352,160,262,250,0,0,0,0,-110,83,1
352,160,265,247,0,0,0,0,-107,83,1
352,160,268,244,0,0,0,0,-104,83,1
352,160,271,241,0,0,0,0,-101,83,1
352,160,274,238,0,0,0,0,-98,83,1
352,160,277,235,0,0,0,0,-95,83,1
352,160,280,232,0,0,0,0,-92,83,1
352,160,283,229,0,0,0,0,-89,83,1
352,160,286,226,0,0,0,0,-86,83,1
352,160,289,223,0,0,0,0,-83,83,2
355,157,289,223,0,0,0,0,-83,80,1
355,157,292,220,0,0,0,0,-80,80,2
358,154,292,220,0,0,0,0,-80,77,1
358,154,295,217,0,0,0,0,-77,77,2
361,151,295,217,0,0,0,0,-77,74,1
361,151,298,214,0,0,0,0,-74,74,2
364,148,298,214,0,0,0,0,-74,71,1
364,148,301,211,0,0,0,0,-71,71,2
367,145,301,211,0,0,0,0,-71,68,1
367,145,304,208,0,0,0,0,-68,68,2
370,142,304,208,0,0,0,0,-68,65,1
370,142,307,205,0,0,0,0,-65,65,2
373,139,307,205,0,0,0,0,-65,62,1
373,139,310,202,0,0,0,0,-62,62,2
376,136,310,202,0,0,0,0,-62,59,1
376,136,313,199,0,0,0,0,-59,59,2
379,133,313,199,0,0,0,0,-59,56,1
379,133,316,196,0,0,0,0,-56,56,2
382,130,316,196,0,0,0,0,-56,53,1
382,130,319,193,0,0,0,0,-53,53,2
385,127,319,193,0,0,0,0,-53,50,1
385,127,322,190,0,0,0,0,-50,50,2
388,124,322,190,0,0,0,0,-50,47,1
388,124,325,187,0,0,0,0,-47,47,2
391,121,325,187,0,0,0,0,-47,44,1
391,121,328,184,0,0,0,0,-44,44,2
394,118,328,184,0,0,0,0,-44,41,1
394,118,331,181,0,0,0,0,-41,41,2
397,115,331,181,0,0,0,0,-41,38,1
397,115,334,178,0,0,0,0,-38,38,2
400,112,334,178,0,0,0,0,-38,35,1
400,112,337,175,0,0,0,0,-35,35,2
403,109,337,175,0,0,0,0,-35,32,1
403,109,340,172,0,0,0,0,-32,32,2
406,106,340,172,0,1,0,0,-32,29,1
406,106,343,169,0,1,1,0,-29,29,2
409,103,343,169,0,0,0,0,-134,-102,1
409,103,346,166,0,0,0,0,-131,-102,1
409,103,349,163,0,0,0,0,-128,-102,1
409,103,352,160,0,0,0,0,-125,-102,1
409,103,355,157,0,0,0,0,-122,-102,1
409,103,358,154,0,0,0,0,-119,-102,1
409,103,361,151,0,0,0,0,-116,-102,1
409,103,364,148,0,0,0,0,-113,-102,1
409,103,367,145,0,0,0,0,-110,-102,1
409,103,370,142,0,0,0,0,-107,-102,1
409,103,373,139,0,0,0,0,-104,-102,1
409,103,376,136,0,0,0,0,-101,-102,0
406,106,376,136,0,0,0,0,-101,-99,1
406,106,379,133,0,0,0,0,-98,-99,0
403,109,379,133,0,0,0,0,-98,-96,1
403,109,382,130,0,0,0,0,-95,-96,0
400,112,382,130,0,0,0,0,-95,-93,1
400,112,385,127,0,0,0,0,-92,-93,0
397,115,385,127,0,0,0,0,-92,-90,1
397,115,388,124,0,0,0,0,-89,-90,0
394,118,388,124,0,0,0,0,-89,-87,1
394,118,391,121,0,0,0,0,-86,-87,0
